,Unnamed: 0.1,Unnamed: 0,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_id,rating,reviews,link
46,194.0,518.0,Individual,"3 BHK Flat in Sector 59, Gurgaon","3 BHK Flat in Sector 59, Gurgaon",₹6.15 Cr,"₹23,699 /sqft",3.0,3.0,3 BHK,2595.0,"2,595 sqft",Super Built-up,34 floor,,Ready To Move,,3.0,,,"Conscient elevate is one of the most popular destination for buying apartments/ flats in sector 59 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is east-Facing direction. The flat occupies a super built up area of 2595 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The residential building has 34 floors in total and th...",Conscient Elevate,Conscient Elevate,,,,,
47,195.0,519.0,Individual,"3 BHK Flat in Sector 108, Gurgaon","3 BHK Flat in Sector 108, Gurgaon",₹4.2 Cr,"₹20,270 /sqft",3.0,4.0,3 BHK,2072.0,"2,072 sqft",Super Built-up,,,Ready To Move,,,,,"Sobha city ncrs best urban park residences is located just off the dwarka expressway in sector 108, gurgaon, only 15 minutes from igi airport. Spread over 39 acres of contiguous land, the project offers 86% open & green areas. Sobha city comprises of 2 & 3 bedroom premium residences in sizes ranging from 1381 sq. Ft. To 2343 sq. Ft. The project has 2 clubhouses spread over 40,000 sq. Ft and off...",Sobha City,Sobha City,,,,,
48,196.0,520.0,Individual,"3 BHK Flat in Sector 79, Gurgaon","3 BHK Flat in Sector 79, Gurgaon",₹2.95 Cr,"₹13,882 /sqft",3.0,3.0,3 BHK,2125.0,"2,125 sqft",Super Built-up,,,Under Construction,,3.0,,,"This is your chance to a 3 bhk apartment / flat for sale in godrej 101 sector 79 gurgaon . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 3 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventil...",Godrej 101,Godrej 101,,,,,
49,197.0,521.0,Individual,"4 BHK Flat in Sector 60, Gurgaon","4 BHK Flat in Sector 60, Gurgaon",₹5.65 Cr,"₹20,411 /sqft",4.0,5.0,4 BHK,2800.0,"2,800 sqft",Super Built-up,,East,Ready To Move,,,,,Ireo skyon all sizes available at best price guaranteed. Excellent location superb view sunlight aravali facing. Call for more details.,Ireo Skyon,Ireo Skyon,East Facing sector 56 within 2km,,,,
50,198.0,522.0,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹3.36 Cr,"₹14,328 /sqft",3.0,4.0,3 BHK,2345.0,"2,345 sqft",Super Built-up,,,Under Construction,,3.0,,,"Residential apartment This is your chance to a 3 bhk apartment / flat for sale in sector 89 gurgaon . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 4 bathrooms, modular kitchen, spacious hall and 3 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has ...",Godrej Zenith,Godrej Zenith,,,,,
51,199.0,523.0,Individual,"3 BHK Flat in Sector 37D, Gurgaon","3 BHK Flat in Sector 37D, Gurgaon",₹4.3 Cr,"₹16,393 /sqft",3.0,3.0,3 BHK,2623.0,"2,623 sqft",Built-up,14th floor,,Under Construction,,3.0,,,"The flat is over 2623 sq.Ft. Built up area and comes with large 3 bedroom(s), 3 bathrooms and 3 balconies. It is 3.5 bhk. The property is located on the 14th floor of a 35 floors tall building. This residential property is still under construction and will be available for possession by march 2030. Signature global de luxe dxp is designed very well to provide modern facilities such as maintenan...",Signature Global De Luxe DXP,Signature Global De Luxe DXP,Gated Society Overlooking Park,,,,
52,200.0,524.0,Individual,"3 BHK Flat in Sector 99, Gurgaon","3 BHK Flat in Sector 99, Gurgaon",₹3.79 Cr,"₹13,781 /sqft",3.0,4.0,3 BHK,2750.0,"2,750 sqft",Super Built-up,2nd floor,,Ready To Move,,2.0,,,"This beautiful 3 bhk flat in sector 99 gurgaon is situated in vatika sovereign park, one of the popular residential society in gurgaon. The flat is west-Facing. The flat is over 2750 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 2 balconies. This flat is situated on the 2nd floor of this 19 floors tall residential building. This 1-5 years old property is available for ...",Vatika Sovereign Park,Vatika Sovereign Park,dav within 1.5km Gated Society,,,,
53,201.0,525.0,Individual,"3 BHK Flat in Sector 81, Gurgaon","3 BHK Flat in Sector 81, Gurgaon",₹3.8 Cr,"₹18,069 /sqft",3.0,4.0,3 BHK,2103.0,"2,103 sqft",Super Built-up,18th floor,North-East,Ready To Move,,3.0,,,"This beautiful 3 bhk flat in sector 81 gurgaon is situated in dlf the ultima, one of the popular residential society in gurgaon. The flat is facing the east direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2103 sq.Ft. The property is located on the 18th floor of a 30 floors tall buil...",DLF The Ultima,DLF The Ultima,North-East Facing Gated Society,,,,
54,202.0,526.0,Individual,"4 BHK Flat in Sector 99, Gurgaon","4 BHK Flat in Sector 99, Gurgaon",₹4.53 Cr,"₹13,497 /sqft",4.0,4.0,4 BHK,3360.0,"3,360 sqft",Super Built-up,,,Ready To Move,,,,,"9911619 690, excellent location, bang on dwarka expressway , beautiful layouts",Vatika Sovereign Park,Vatika Sovereign Park,Newly Constructed Gated Society,,,,
55,203.0,527.0,Individual,"3 BHK Flat in Sector 72, Gurgaon","3 BHK Flat in Sector 72, Gurgaon",₹4.07 Cr,"₹18,627 /sqft",3.0,4.0,3 BHK,2185.0,"2,185 sqft",Super Built-up,1st floor,North,Ready To Move,,3.0,,Garden,"This lovely 3 bhk apartment/flat in sector 72 gurgaon is available for sale in one of gurgaon's most popular projects, tata primanti. This residential flat is north-Facing direction. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2185 sq.Ft. The property is located on the 1st floor of a 26 floors tall building. Being a ready to ...",Tata Primanti,Tata Primanti,North Facing Private Garden,,,,
56,204.0,528.0,Individual,"3 BHK Flat in Sector 92, Gurgaon","3 BHK Flat in Sector 92, Gurgaon",₹2.4 Cr,"₹12,500 /sqft",3.0,3.0,3 BHK,1920.0,"1,920 sqft",Carpet,,,Ready To Move,,,,,"It very good locality in gurugram, apartment in good society, children playground park, nearby south city.",Bestech Park View Sanskruti,Bestech Park View Sanskruti,Gated Society,,,,
57,205.0,529.0,Individual,"4 BHK Flat in Gwal Pahari, Gurgaon","4 BHK Flat in Gwal Pahari, Gurgaon",₹11.5 Cr,"₹34,937 /sqft",4.0,5.0,4 BHK,3291.0,"3,291 sqft",Carpet,floor 2,North,Under Construction,,3.0,,,"This property faces the north direction. Containing 4 bedroom(s), 5 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 3292 sq.Ft. 1.Higher floor 2.North facing 3.Unobstructed lifetime green view This flat lies on the 20th level of a 21 storey building. Moreover, the flat is currently under construction and possession is expected by december 2026. The vitrified floor...",Adani Lushlands,Adani Lushlands,,,,,
58,206.0,530.0,Individual,"3 BHK Flat in Sector 99, Gurgaon","3 BHK Flat in Sector 99, Gurgaon",₹3.75 Cr,"₹13,489 /sqft",3.0,3.0,3 BHK,2780.0,"2,780 sqft",Super Built-up,,East,Ready To Move,,,,,"9911619 690 , vatika soverign park located in sector 99, excellent location, beautiful layouts ,",Vatika Sovereign Park,Vatika Sovereign Park,East Facing Newly Constructed,,,,
59,207.0,531.0,Individual,"3 BHK Flat in Sector 108, Gurgaon","3 BHK Flat in Sector 108, Gurgaon",₹5.1 Cr,"₹33,729 /sqft",3.0,4.0,3 BHK,2343.0,"2,343 sqft",Super Built-up,,,Ready To Move,,,,,"4 bhk / 2343 sqft / tower c2 middle floor ,outer facing ne entry",Sobha City,Sobha City,,,,,
60,208.0,532.0,Individual,"3 BHK Flat in Sector 56, Gurgaon","3 BHK Flat in Sector 56, Gurgaon",₹2.95 Cr,"₹10,925 /sqft",3.0,4.0,3 BHK,2700.0,"2,700 sqft",Super Built-up,9 floor,North-East,Ready To Move,,3.0,,Garden,"The flat is facing the north-East direction. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2700 sq.Ft. The flat has a total of 9 floors and this property is situated on 6th floor. This is a ready to move project and the property is 10+ years old. The flat comes well built with concrete flooring options. Proximity to landmarks l...",Kiran Residency,Kiran Residency,North-East Facing Private Garden,,,,
61,209.0,533.0,Individual,"2 BHK Flat in Sector 108, Gurgaon","2 BHK Flat in Sector 108, Gurgaon",₹2.81 Cr,"₹20,347 /sqft",2.0,2.0,2 BHK,1381.0,"1,381 sqft",Super Built-up,,,Ready To Move,,,,,"Sobha city, gurgaon is being developed over 39 acres of land as one-Of-Its-Kind urban park residences. The sheer size allows indulgence of open green views, more amenities, more sports and social activities. All these niceties are packed in premium 2 & 3 bedroom apartments. This latest offering from the house of sobha, is an impeccable blend of modern living, offering multitude of lifestyle ame...",Sobha City,Sobha City,,,,,
62,210.0,534.0,Individual,"3 BHK Flat in Nirvana Country, Gurgaon","3 BHK Flat in Nirvana Country, Gurgaon",₹3.2 Cr,"₹16,016 /sqft",3.0,3.0,3 BHK,1998.0,"1,998 sqft",Super Built-up,19 floor,East,Ready To Move,,3.0,,,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in unitech escape that is situated in nirvana country, gurgaon. This property faces the east direction. Constructed on a super built up area of 1998 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The flat has a total of 19 floors and this property is situated on 14th floor. This 1-5 years old ...",Unitech Escape,Unitech Escape,East Facing St. Xavier School within 250m,,,,
63,211.0,535.0,Individual,"3 BHK Flat in Sector 88A, Gurgaon","3 BHK Flat in Sector 88A, Gurgaon",₹2.1 Cr,"₹13,418 /sqft",3.0,2.0,3 BHK,1565.0,"1,565 sqft",Super Built-up,,,Under Construction,,,,,"County the center court, sector 88a dwarka expressway , gurgaon.",County The Center Court,County The Center Court,,,,,
64,217.0,550.0,Individual,"3 BHK Flat in Sector 99, Gurgaon","3 BHK Flat in Sector 99, Gurgaon",₹3.78 Cr,"₹13,597 /sqft",3.0,3.0,3 BHK,2780.0,"2,780 sqft",Super Built-up,12 floor,East,Ready To Move,,3.0,,Garden,"This residential flat is east-Facing direction. Constructed on a super built up area of 2780 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 12 floors in total and the flat for sale is located on the 9th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The beautifully designed stone floor...",Vatika Sovereign Park,Vatika Sovereign Park,East Facing Private Garden,,,,
65,218.0,551.0,Individual,"3 BHK Flat in Sector 70A, Gurgaon","3 BHK Flat in Sector 70A, Gurgaon",₹3.35 Cr,"₹15,581 /sqft",3.0,3.0,3 BHK,2150.0,"2,150 sqft",Super Built-up,,West,Ready To Move,,3.0,,Garden,"Situated in sector 70a gurgaon, aipl the peaceful homes is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-West-Facing direction. Constructed on a super built up area of 2150 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. This fla...",AIPL The Peaceful Homes,AIPL The Peaceful Homes,Private Garden Recently Renovated,,,,
66,219.0,552.0,Individual,"3 BHK Flat in Sector 71, Gurgaon","3 BHK Flat in Sector 71, Gurgaon",₹3.95 Cr,"₹16,631 /sqft",3.0,3.0,3 BHK,2375.0,"2,375 sqft",Super Built-up,45 floor,,Under Construction,,1.0,,,"Located in the popular residential address of sector 71 gurgaon, pyramid alban is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is over 2375 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. The flat has a total of 45 floors and this property is situated on 33rd floor. The...",PYRAMID ALBAN,PYRAMID ALBAN,,,,,
67,220.0,553.0,Individual,"4 BHK Flat in Sector 81, Gurgaon","4 BHK Flat in Sector 81, Gurgaon",₹4.77 Cr,"₹16,380 /sqft",4.0,4.0,4 BHK,2912.0,"2,912 sqft",Super Built-up,,,Ready To Move,,,,,"The classic ultima rpg series (Pioneering freedom, deep lore via manuals, complex controls but rewarding), fabula ultima (A modern jrpg-Style tabletop game), the ultima replenisher drink (Good for daily hydration), ultima lifestyle tech (Nepali brand), or properties like dlf the ultima (Gurgaon apartments). To get relevant reviews, specify which ultima you mean, like ""ultima iv review,"" ""dlf th...",DLF The Ultima,DLF The Ultima,,,,,
68,221.0,554.0,Individual,"3 BHK Flat in Sector 81, Gurgaon","3 BHK Flat in Sector 81, Gurgaon",₹3.63 Cr,"₹17,351 /sqft",3.0,4.0,3 BHK,2092.0,"2,092 sqft",Super Built-up,,,Ready To Move,,,,,"The classic ultima rpg series (Pioneering freedom, deep lore via manuals, complex controls but rewarding), fabula ultima (A modern jrpg-Style tabletop game), the ultima replenisher drink (Good for daily hydration), ultima lifestyle tech (Nepali brand), or properties like dlf the ultima (Gurgaon apartments). To get relevant reviews, specify which ultima you mean, like ""ultima iv review,"" ""dlf th...",DLF The Ultima,DLF The Ultima,Gated Society Corner Property,,,,
69,222.0,555.0,Individual,"4 BHK Flat in Sector 92, Gurgaon","4 BHK Flat in Sector 92, Gurgaon",₹1.85 Cr,"₹8,851 /sqft",4.0,3.0,4 BHK,2090.0,"2,090 sqft",Super Built-up,,,Ready To Move,,3.0,,Gym,"Situated in sector 92 gurgaon, sare homes is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 2090 sq.Ft., the flat comprises 4 bedroom(s), 3 bathrooms and 3 balconies. This flat lies on the 19th level of a 20 storey building. This is a ready to...",Sare Homes,Sare Homes,Gated Society Fitness Center/ Gym,,,,
70,223.0,556.0,Individual,"3 BHK Flat in Sector 59, Gurgaon","3 BHK Flat in Sector 59, Gurgaon",₹4.9 Cr,"₹23,389 /sqft",3.0,3.0,3 BHK,2095.0,"2,095 sqft",Super Built-up,,East,Ready To Move,,2.0,,,"Situated in sector 59 gurgaon, conscient elevate is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built-Up area of 2095 sq.Ft. This flat lies on the 15th leve...",Conscient Elevate,Conscient Elevate,East Facing Newly Constructed,,,,
71,224.0,557.0,Individual,"4 BHK Flat in Sector 108, Gurgaon","4 BHK Flat in Sector 108, Gurgaon",₹5.15 Cr,"₹20,785 /sqft",4.0,4.0,4 BHK,2343.0,"2,343 sqft",Super Built-up,,,Ready To Move,,,,,"Sobha city, gurgaon is being developed over 39 acres of land as one-Of-Its-Kind urban park residences. The sheer size allows indulgence of open green views, more amenities, more sports and social activities. All these niceties are packed in premium 2 & 3 bedroom apartments. This latest offering from the house of sobha, is an impeccable blend of modern living, offering multitude of lifestyle ame...",Sobha City,Sobha City,,,,,
72,225.0,558.0,Individual,"2 BHK Flat in Sector 89, Gurgaon","2 BHK Flat in Sector 89, Gurgaon",₹1.85 Cr,"₹17,209 /sqft",2.0,2.0,2 BHK,1075.0,"1,075 sqft",Built-up,25th floor,,Under Construction,Unfurnished,,,Power Backup,"Located in godrej zenith, sector 89, gurgaon, this under-Construction 2 bhk apartment spans 635.50 sq.Ft. On the 25th floor of a 31-Story high-Rise. Offered unfurnished and available from march 2028, the corner flat overlooks the pool, park, and main road within a gated, low-Density society featuring 24/7 water, power backup, and community amenities.",Godrej Zenith,Godrej Zenith,Gated Society Overlooking Park,,,,
